Filenames,Contents
train2011-1056_000001.jpg,Je souhaite modifier mon mode de paiement des
train2011-1056_000002.jpg,"impots , afin de pouvoir payer par mensualités."
train2011-1056_000003.jpg,"Merci de  votre}¤ ¤{comprehension ,"
train2011-1057_000001.jpg,Pourriez-vous me renseigner au sujet des
train2011-1057_000002.jpg,horaires d'accueil du public pendant la
train2011-1057_000003.jpg,semaine ?
train2011-1057_000004.jpg,Je souhaiterais de plus connaître vos horaires
train2011-1057_000005.jpg,d'accueil pendant les mois de juillet et août.
train2011-1057_000006.jpg,Merci de votre compréhension.
train2011-1058_000001.jpg,"venant de me marier, je viens par ce courrier, mettre"
train2011-1058_000002.jpg,à jour ma situation.
train2011-1058_000003.jpg,Veuillez trouver ci-joint l'avis de changement de
train2011-1058_000004.jpg,situation pour les prestations familiales ainsi qu'une
train2011-1058_000005.jpg,photocopie de mon livret de famille.
train2011-1058_000006.jpg,"Je vous prie d'agréer, Monsieur, mes salutations distinguées."
train2011-1059_000001.jpg,"Suite à l'arnaque dont j'ai été victime le mois dernier, je"
train2011-1059_000002.jpg,vous demande par la présente de fermer mon compte bancaire
train2011-1059_000003.jpg,au plus vite et de bloquer en attendant toute transaction
train2011-1059_000004.jpg,provenant d'Abidjan.
train2011-1059_000005.jpg,"En vous remerciant d'avance pour votre diligence, je vous"
train2011-1059_000006.jpg,"prie d'agréer, Madame, Monsieur, l'expression de mes"
train2011-1059_000007.jpg,salutations distinguées.
train2011-1060_000001.jpg,Suite à mon courrier en date du 12 septembre 2006 resté
train2011-1060_000002.jpg,"sans réponse, je me permets de vous relancer concernant le"
train2011-1060_000003.jpg,"montant d'assurance  chomage  que vous m'avez versé. En effet,"
train2011-1060_000004.jpg,le montant que vous me versez ne correspond pas à ce
train2011-1060_000005.jpg,qui a été convenu le 1 Août 2006 lors de notre  rendez-vous.
train2011-1060_000006.jpg,Je vous  rappel  que l'assurance  chomage  prévue est de
train2011-1060_000007.jpg,"512,69 Euros."
train2011-1060_000008.jpg,Je vous remercie de bien vouloir régulariser le plus
train2011-1060_000009.jpg,rapidement possible la situation.
train2011-1060_000010.jpg,Sincères salutations.
train2011-1061_000001.jpg,Je me permet de vous adresser à nouveau
train2011-1061_000002.jpg,un courrier car j'ai pu constater lors de votre dernier
train2011-1061_000003.jpg,prélèvement que vous n'aviez toujours pas pris en compte
train2011-1061_000004.jpg,mes nouvelles données personnelles.
train2011-1061_000005.jpg,Merci de le faire au plus vite pour que cela ne me
train2011-1061_000006.jpg,pénalise pas par la suite.
train2011-1061_000007.jpg,"Veuillez agréer, Madame, Monsieur, l'expression de mes"
train2011-1061_000008.jpg,sincères salutations.
train2011-1062_000001.jpg,Client depuis un grand nombre d'années à votre
train2011-1062_000002.jpg,"assurance, je souhaiterais recevoir un catalogue"
train2011-1062_000003.jpg,de tous les produits que vous proposez aujourd'hui.
train2011-1062_000004.jpg,Voici mes coordonnées :
train2011-1062_000005.jpg,N° de client : IBPQR41
train2011-1062_000006.jpg,L'adresse à laquelle je souhaiterais que vous
train2011-1062_000007.jpg,m'envoyez ce catalogue est la même que celle en
train2011-1062_000008.jpg,en-tête de cette lettre.
train2011-1062_000009.jpg,"Je vous remercie par avance et vous prie d'agréer,"
train2011-1062_000010.jpg,"Madame, Monsieur, mes sincères salutations."
train2011-1063_000001.jpg,"Suite à un changement d'activité professionnelle, je souhaiterais"
train2011-1063_000002.jpg,"revoir à la hausse,  ma commande de CD vierges et la doubler, soit"
train2011-1063_000003.jpg,commander 500 CD au lieu de 250 (même modèle).
train2011-1063_000004.jpg,"Est-ce possible ? Si oui, je souhaiterais obtenir une confirmation"
train2011-1063_000005.jpg,et une facture correspondant à ma commande modifiée.
train2011-1063_000006.jpg,"En attendant une réponse de votre part, je vous souhaite,"
train2011-1063_000007.jpg,"Madame, Monsieur, une excellente fin de semaine."
train2011-1064_000001.jpg,Suite aux pluies torrentielles de ces derniers
train2011-1064_000002.jpg,"jours, j'ai subi une inondation de tout le  rez"
train2011-1064_000003.jpg,"de chaussée  de ma maison : garage, salle, salon,"
train2011-1064_000004.jpg,"cuisine,  W.C , une chambre et salle d'eau. Tous"
train2011-1064_000005.jpg,"les meubles et papiers peints sont endommagés,"
train2011-1064_000006.jpg,l'eau étant montée à 80 cm.
train2011-1064_000007.jpg,J'ai conservé mes factures dont je pourrai
train2011-1064_000008.jpg,vous joindre des photocopies. J'avais souscrit un
train2011-1064_000009.jpg,"contrat "" remise à neuf "", j'espère que c'est valable"
train2011-1064_000010.jpg,dans cette circonstance.
train2011-1064_000011.jpg,Espérant que vous pourrez me dédommager
train2011-1064_000012.jpg,"rapidement, je vous prie d'agréer, Monsieur,"
train2011-1064_000013.jpg,l'expression de mes salutations distinguées.
train2011-1065_000001.jpg,"le  mois dernier, je vous ai adressé un courrier afin d'obtenir"
train2011-1065_000002.jpg,des informations sur les modalités d'assurances pour les
train2011-1065_000003.jpg,appartements loués en collocation.
train2011-1065_000004.jpg,"Malheureusement, je n'ai eut aucun retour sur ce courrier."
train2011-1065_000005.jpg,Je  réhitère  donc ma demande et espère recevoir rapidement
train2011-1065_000006.jpg,les informations sur ce sujet.
train2011-1065_000007.jpg,"Merci de votre attention,"
train2011-1065_000008.jpg,"Cordialement,"
train2011-1066_000001.jpg,Votre facture m'est bien parvenue ce jour.
train2011-1066_000002.jpg,"Ayant actuellement des difficultés financières importantes,"
train2011-1066_000003.jpg,"et ne pouvant honorer cette facture, serait-il"
train2011-1066_000004.jpg,possible d'échelonner le règlement de cette
train2011-1066_000005.jpg,facture sur trois mois ?
train2011-1066_000006.jpg,"Dans l'attente, je vous prie"
train2011-1066_000007.jpg,"d'agréer,Madame, Monsieur, l'assurance de"
train2011-1066_000008.jpg,mes salutations les meilleures.
train2011-1067_000001.jpg,Suite au contrat que nous avons élaboré
train2011-1067_000002.jpg,concernant le nombre d'actions en bourse
train2011-1067_000003.jpg,nécessaire à la gestion optimale de mon
train2011-1067_000004.jpg,"entreprise, je fais appel à vous."
train2011-1067_000005.jpg,"En effet, il me semble  nécéssaire  d'ajouter"
train2011-1067_000006.jpg,1500  euros d'actions  supplémentaire .
train2011-1067_000007.jpg,Je vous fais confiance quant au placement
train2011-1067_000008.jpg,de  ceux ci .
train2011-1067_000009.jpg,Je vous prie Monsieur de croire en l'expression
train2011-1067_000010.jpg,de mes salutations distinguées.
train2011-1068_000001.jpg,Un autre établissement bancaire me
train2011-1068_000002.jpg,faisant des offres plus alléchantes je
train2011-1068_000003.jpg,souhaite fermer le compte en banque
train2011-1068_000004.jpg,que j'ai dans votre établissement.
train2011-1068_000005.jpg,"Dans cette attente veuillez  agréez  Monsieur,"
train2011-1068_000006.jpg,l'expression de mes sincères salutations
train2011-1069_000001.jpg,"Par ce courrier, je me permets de vous faire la"
train2011-1069_000002.jpg,demande de remise gracieuse de ma facture GDF
train2011-1069_000003.jpg,des 6 derniers mois.
train2011-1069_000004.jpg,Ma situation financière actuelle ne me permets plus
train2011-1069_000005.jpg,de l'honorer.
train2011-1069_000006.jpg,"En effet, suite à un chomage de longue durée mes"
train2011-1069_000007.jpg,revenus sont trop bas et mon endettement est devenu
train2011-1069_000008.jpg,trop important pour pouvoir assumer une telle facture.
train2011-1069_000009.jpg,"En attendant une réponse favorable de votre part,"
train2011-1069_000010.jpg,"je vous prie de croire, madame, monsieur, à l'assurance"
train2011-1069_000011.jpg,de ma haute considération.
train2011-1070_000001.jpg,Je désire obtenir de la documentation concernant
train2011-1070_000002.jpg,les contrats d'assurance habitation.
train2011-1070_000003.jpg,"Cordialement,"
train2011-1071_000001.jpg,Je souhaite annuler ma dernière commande. Ma référence
train2011-1071_000002.jpg,client est la : ZCSAH14.
train2011-1071_000003.jpg,"Cordialement,"
train2011-1072_000001.jpg,Vous voudrez bien me faire parvenir tous
train2011-1072_000002.jpg,les renseignements concernant les horaires
train2011-1072_000003.jpg,d'accueil du public à votre mairie.
train2011-1072_000004.jpg,Je souhaite une réponse rapide et vous remercie.
train2011-1072_000005.jpg,Avec mes sentiments distingués.
train2011-1073_000001.jpg,Je souhaiterais connaître la démarche
train2011-1073_000002.jpg,à suivre pour devenir client de votre
train2011-1073_000003.jpg,entreprise.
train2011-1073_000004.jpg,"En effet, je voudrais ouvrir un compte"
train2011-1073_000005.jpg,chez vous.
train2011-1073_000006.jpg,En vous remerciant de bien vouloir me
train2011-1073_000007.jpg,renseigner dans les plus brefs délais.
train2011-1073_000008.jpg,"Cordialement,"
train2011-1074_000001.jpg,"Par cette lettre, je vous informe que ma situation"
train2011-1074_000002.jpg,familiale a changé depuis le 7/11/2006
train2011-1074_000003.jpg,"En effet, depuis cette date, je suis marié avec"
train2011-1074_000004.jpg,Marie Dupont.
train2011-1074_000005.jpg,Je vous demande donc de bien vouloir recalculer mes droits
train2011-1074_000006.jpg,aux différentes allocations.
train2011-1074_000007.jpg,Vous trouverez ci-joint les justificatifs attestant de cette
train2011-1074_000008.jpg,nouvelle situation.
train2011-1074_000009.jpg,"Je vous prie d'agréer, Madame, Monsieur, mes salutations"
train2011-1074_000010.jpg,distinguées.
train2011-1075_000001.jpg,"Suite à ma commande de CD vierges, je souhaite finalement"
train2011-1075_000002.jpg,"commander le double, soit 100 CD, et ainsi bénéficier de votre réduction"
train2011-1075_000003.jpg,de 20 % sur ma commande.
train2011-1075_000004.jpg,"Comme convenu, je règlerai cette commande à la livraison."
train2011-1075_000005.jpg,"Je vous prie d'agréer, Madame, Monsieur, l'assurance de mes sentiments"
train2011-1075_000006.jpg,distingués.
train2011-1076_000001.jpg,"Insatisfaite de mon dernier achant, je souhaite"
train2011-1076_000002.jpg,changer la couleur du modèle commandé.
train2011-1076_000003.jpg,"Ainsi, je vous prie de bien vouloir procéder à un"
train2011-1076_000004.jpg,échange de l'article susmentionné en me faisant parvenir
train2011-1076_000005.jpg,la référence CH45-16.
train2011-1076_000006.jpg,"Je vous prie d'agréer, Madame, Monsieur, l'expression de"
train2011-1076_000007.jpg,ma considération distinguée.
train2011-1077_000001.jpg,"le  3 décembre 2005, nous avions convenu de virer automatiquement"
train2011-1077_000002.jpg,"sur mon compte épargne logement, à la date du 15 de chaque"
train2011-1077_000003.jpg,"mois, la somme de 60 euros."
train2011-1077_000004.jpg,De nouvelles charges m'obligent à réduire cette épargne. Je
train2011-1077_000005.jpg,vous prie donc de bien vouloir ramener le montant de ce
train2011-1077_000006.jpg,virement à la somme de 45 euros à compter du
train2011-1077_000007.jpg,15 de ce mois en cours.
train2011-1077_000008.jpg,"Je vous en remercie d'avance, et vous prie d'agréer,"
train2011-1077_000009.jpg,"Madame, Monsieur, l'expression de mes sincères salutations."
train2011-1078_000001.jpg,"Par la présente, je sollicite votre bienveillance afin"
train2011-1078_000002.jpg,d'échelonner le montant de la facture reçu en début de
train2011-1078_000003.jpg,mois.
train2011-1078_000004.jpg,En effet suite à des imprévus il me faut faire face à des
train2011-1078_000005.jpg,dépenses financières importantes et le montant de la facture
train2011-1078_000006.jpg,"étant élevé, un échelonnement de celle-ci m'éviterait un"
train2011-1078_000007.jpg,découvert bancaire.
train2011-1078_000008.jpg,"Comptant sur votre collaboration, je vous prie d'agréer, Madame,"
train2011-1078_000009.jpg,"Monsieur, l'expression de mes salutations les meilleures."
train2011-1079_000001.jpg,"Je tiens à vous faire part de ma nouvelle situation familiale,"
train2011-1079_000002.jpg,"suite à mon divorce. Par la présente lettre, je vous demande donc,"
train2011-1079_000003.jpg,de bien vouloir prendre en compte le changement de certaines de mes
train2011-1079_000004.jpg,"données personnelles, notamment :"
train2011-1079_000005.jpg,. mon adresse : 26 Rue du Muguet - 67580 OHLUNGEN
train2011-1079_000006.jpg,. la reprise de mon nom de jeune fille : BOSSARD
train2011-1079_000007.jpg,mon nouveau numéro de téléphone : 03.94.64.74.65
train2011-1079_000008.jpg,"En attendant une confirmation de ces modifications, je vous"
train2011-1079_000009.jpg,"prie d'agréer, Madame, Monsieur, à mes salutations distinguées."
train2011-1080_000001.jpg,Je me permets de vous écrire afin d'effectuer un
train2011-1080_000002.jpg,"changement de modèle de ma dernière commande,"
train2011-1080_000003.jpg,concernant mon lot de serviettes. Je souhaite donc
train2011-1080_000004.jpg,prendre le format économique avec comme référence
train2011-1080_000005.jpg,CH45-02.
train2011-1080_000006.jpg,"Vous priant de noter ce changement, veuillez agréer,"
train2011-1080_000007.jpg,"Madame, Monsieur, mes sincères salutations."
train2011-1081_000001.jpg,"Par courrier du 15 septembre, je m'étonnais"
train2011-1081_000002.jpg,de ne pas avoir encore reçu de chéquier de renouvellement.
train2011-1081_000003.jpg,"Malheureusement, il semble que ce courrier, _ comme d'ailleurs"
train2011-1081_000004.jpg,"mes nombreux appels téléphoniques, _ n'a pas été suivi d'effet :"
train2011-1081_000005.jpg,je vous serais très reconnaissant de bien vouloir y répondre par
train2011-1081_000006.jpg,l'envoi du chéquier demandé.
train2011-1081_000007.jpg,"Dans l'attente de votre réponse,"
train2011-1081_000008.jpg,"Cordialement,"
train2011-1082_000001.jpg,"Afin de simplifier la tenue de mes comptes,"
train2011-1082_000002.jpg,je désire faire mensualiser le paiement de
train2011-1082_000003.jpg,mes impôts sur le revenu.
train2011-1082_000004.jpg,Je vous prie donc de bien vouloir faire le
train2011-1082_000005.jpg,"nécessaire, et vous joint dans ce but"
train2011-1082_000006.jpg,l'autorisation de prélèvement et le RIB
train2011-1082_000007.jpg,nécessaire .
train2011-1082_000008.jpg,"En vous remerciant par avance, je vous"
train2011-1082_000009.jpg,"prie de recevoir, Madame, Monsieur,"
train2011-1082_000010.jpg,l'expression de mes sentiments les meilleurs.
train2011-1083_000001.jpg,"Par ce courrier, je voudrais vous faire part"
train2011-1083_000002.jpg,de ma volonté de commander des actions boursières
train2011-1083_000003.jpg,pour un montant de mille cinq cent euros. Je vous
train2011-1083_000004.jpg,"laisse, en toute confiance, le choix des titres."
train2011-1083_000005.jpg,"Veuillez me tenir informée, une fois les"
train2011-1083_000006.jpg,transactions effectuées.
